UUID;FILE;QUOTE_TRANSCRIPTION;ANCHOR;TYPE;TAGS;origin;pleiades_id;side;anonymous;offset;place_name;latitude;longitude;location_precision
b4990a0b-9413-4128-a858-b729a7c839f9;book3_thucydides_utf8.txt;Pissuthnes;char-offset:33369;PERSON;origin:Lydia|pleiades:550701|side:Sparthan;Lydia;550701;Sparthan;FALSE;33369.0;Lydia/Maionia (region);38.58651991138021;28.74612827241523;rough
b632f242-bf0d-4e25-b27b-132fbcdc975c;book3_thucydides_utf8.txt;Alcidas;char-offset:33418;PERSON;side:Sparthan|origin:Sparta|pleiades:570685;Sparta;570685;Sparthan;FALSE;33418.0;Sparta;37.08184552460426;22.424682546177092;precise
bf8f595c-fa9a-4062-9c8e-00a50b7ea233;book3_thucydides_utf8.txt;Alcidas;char-offset:34160;PERSON;side:Sparthan|origin:Sparta|pleiades:570685;Sparta;570685;Sparthan;FALSE;34160.0;Sparta;37.08184552460426;22.424682546177092;precise
90be22a9-1398-485c-a7a1-cba96a8ba264;book3_thucydides_utf8.txt;Peloponnesian ships;char-offset:34460;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;34460.0;Sparta;37.08184552460426;22.424682546177092;precise
59605c49-ffd1-4dea-92dd-b1268a3b3557;book3_thucydides_utf8.txt;Alcidas;char-offset:34526;PERSON;origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;FALSE;34526.0;Sparta;37.08184552460426;22.424682546177092;precise
aba8cfb8-9c12-48b2-889f-0b5629cc1f4b;book3_thucydides_utf8.txt;Peloponnesians;char-offset:34987;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;34987.0;Sparta;37.08184552460426;22.424682546177092;precise
b6e46708-7e77-4a8d-8c4a-6d1f8e54fc2e;book3_thucydides_utf8.txt;Alcidas;char-offset:35341;PERSON;side:Sparthan|origin:Sparta|pleiades:570685;Sparta;570685;Sparthan;FALSE;35341.0;Sparta;37.08184552460426;22.424682546177092;precise
4033b9c8-d5b2-4dfc-9aa6-d5d44090f6cd;book3_thucydides_utf8.txt;Itamenes;char-offset:35785;PERSON;origin:Lydia|pleiades:550701|side:Sparthan;Lydia;550701;Sparthan;FALSE;35785.0;Lydia/Maionia (region);38.58651991138021;28.74612827241523;rough
6eb844ce-eafe-4f89-8a54-58fa31ac1195;book3_thucydides_utf8.txt;barbarians;char-offset:35802;PERSON;group|origin:Lydia|pleiades:550701|side:Sparthan;Lydia;550701;Sparthan;TRUE;35802.0;Lydia/Maionia (region);38.58651991138021;28.74612827241523;rough
f46bca58-ee29-41fc-bcde-7c5ac9927dfc;book3_thucydides_utf8.txt;Arcadian;char-offset:36084;PERSON;group|origin:Arcadia|pleiades:570102|side:Sparthan;Arcadia;570102;Sparthan;TRUE;36084.0;Arcadia;37.565025000000006;22.299166999999997;rough
